,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
6945,"[0.09771682976449526, 0.1879882202261328, 85168786680027.97]","[0.10475082231121557, 0.19631777404755238, 86808455928194.9]",-213.27681931060445,-225.74284629115758,-23.2109096402346,-23.02406891731095,-213.27681931060445,-225.74284629115758,4.647476110616325e-06,False
6946,"[0.09771682976449526, 0.1879882202261328, 85168786680027.97]","[0.0876998078259474, 0.18191506151521517, 84814105315246.48]",-213.27681931060445,-239.87536770417512,-21.82387403254,-22.033646745087886,-213.27681931060445,-239.87536770417512,2.276638492852872e-12,False
6947,"[0.09771682976449526, 0.1879882202261328, 85168786680027.97]","[0.10378101682261864, 0.17946288236011385, 84490936063660.4]",-213.27681931060445,-224.9645737639386,-21.9667747839145,-21.944908998914897,-213.27681931060445,-224.9645737639386,8.581612986790904e-06,False
6948,"[0.09771682976449526, 0.1879882202261328, 85168786680027.97]","[0.09552848151504496, 0.1872922455088696, 83532180566061.39]",-213.27681931060445,-213.18107665092506,-22.51623817774259,-22.57242143794162,-213.27681931060445,-213.18107665092506,1.0403522934352758,True
6949,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.07306706545501249, 0.19189198647703865, 83397919133654.27]",-213.18107665092506,-570.4006904319382,-24.05044083612507,-23.642631551046982,-213.18107665092506,-570.4006904319382,1.0929548698115488e-155,False
6950,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.12219369031801922, 0.1968888663407686, 83739385984489.17]",-213.18107665092506,-291.0393617700911,-24.951019434708662,-25.552272285407945,-213.18107665092506,-291.0393617700911,8.422782904968012e-35,False
6951,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.09798897293387514, 0.17884943741537743, 82843626038375.66]",-213.18107665092506,-213.71120128089981,-21.78530259171891,-21.81971561550766,-213.18107665092506,-213.71120128089981,0.568622986689214,False
6952,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.0775148534104184, 0.18997704194323684, 83814004192514.14]",-213.18107665092506,-406.3681484385356,-22.92305776825868,-22.854739789069423,-213.18107665092506,-406.3681484385356,1.3476926783506346e-84,False
6953,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.09721233620328508, 0.1763035300626014, 83581972548038.56]",-213.18107665092506,-213.50284952631577,-21.779981984336082,-21.81642393091593,-213.18107665092506,-213.50284952631577,0.6989229148804148,False
6954,"[0.09552848151504496, 0.1872922455088696, 83532180566061.39]","[0.09430078066998596, 0.18598793141084716, 83167302910857.77]",-213.18107665092506,-214.40015680792453,-21.237267610308614,-21.285299341392196,-213.18107665092506,-214.40015680792453,0.28164386729528146,True
6955,"[0.09430078066998596, 0.18598793141084716, 83167302910857.77]","[0.08745483324755422, 0.17728255310839316, 83961053104842.11]",-214.40015680792453,-241.20747663046384,-22.015415831695854,-22.199422233773294,-214.40015680792453,-241.20747663046384,1.895902334775638e-12,False
6956,"[0.09430078066998596, 0.18598793141084716, 83167302910857.77]","[0.08352047992382773, 0.16620742898391583, 82536434239754.66]",-214.40015680792453,-278.750724160466,-23.873927286790654,-23.967692043277104,-214.40015680792453,-278.750724160466,1.0284476143724218e-28,False
6957,"[0.09430078066998596, 0.18598793141084716, 83167302910857.77]","[0.11635713131110163, 0.20451419902859924, 84386126885588.08]",-214.40015680792453,-264.6979678160707,-25.953228344594883,-26.227363779215047,-214.40015680792453,-264.6979678160707,1.0886360725395019e-22,False
6958,"[0.09430078066998596, 0.18598793141084716, 83167302910857.77]","[0.09889546484995067, 0.18038129987431195, 83415054869632.11]",-214.40015680792453,-214.56501227751085,-21.49190661324149,-21.452360507676026,-214.40015680792453,-214.56501227751085,0.8822239320202365,True
6959,"[0.09889546484995067, 0.18038129987431195, 83415054869632.11]","[0.08956744113047149, 0.1904862195277001, 85586590303152.97]",-214.56501227751085,-229.29263103835527,-24.434155256079414,-24.532465623725148,-214.56501227751085,-229.29263103835527,3.640665601430748e-07,False
6960,"[0.09889546484995067, 0.18038129987431195, 83415054869632.11]","[0.10840728676637654, 0.18427396407307986, 84944302130691.47]",-214.56501227751085,-239.169684458666,-22.965169340655116,-22.78819423617528,-214.56501227751085,-239.169684458666,2.4614212973632036e-11,False
6961,"[0.09889546484995067, 0.18038129987431195, 83415054869632.11]","[0.1108206635096299, 0.18905940599247864, 84598352874643.83]",-214.56501227751085,-246.83599739813664,-23.070583855518528,-22.86524028282666,-214.56501227751085,-246.83599739813664,1.185956656532945e-14,False
6962,"[0.09889546484995067, 0.18038129987431195, 83415054869632.11]","[0.09826684823582506, 0.18826282836598218, 82470636327209.89]",-214.56501227751085,-213.2362470675911,-21.956793385384806,-21.91770133061322,-214.56501227751085,-213.2362470675911,3.9269273083506335,True
6963,"[0.09826684823582506, 0.18826282836598218, 82470636327209.89]","[0.1034891255821407, 0.1946695163266354, 82296939573424.67]",-213.2362470675911,-221.06040758477312,-21.60925133882403,-21.461409363019982,-213.2362470675911,-221.06040758477312,0.0004636787747058883,False
6964,"[0.09826684823582506, 0.18826282836598218, 82470636327209.89]","[0.10188417824760387, 0.18635484574227737, 82613495673783.17]",-213.2362470675911,-218.64050398819262,-21.298682394981306,-21.246168284857557,-213.2362470675911,-218.64050398819262,0.004739883078901688,False
6965,"[0.09826684823582506, 0.18826282836598218, 82470636327209.89]","[0.10050368786580768, 0.19993283115309837, 83162137521708.88]",-213.2362470675911,-214.9243338176258,-22.186060732483718,-22.062016651198025,-213.2362470675911,-214.9243338176258,0.2092882755059017,False
6966,"[0.09826684823582506, 0.18826282836598218, 82470636327209.89]","[0.09932222537668109, 0.2026829375006848, 83161103839304.33]",-213.2362470675911,-213.32339820357788,-22.503491774838373,-22.42284329691361,-213.2362470675911,-213.32339820357788,0.9935184384663226,True
6967,"[0.09932222537668109, 0.2026829375006848, 83161103839304.33]","[0.10586377306268702, 0.18778670999413583, 82393086182418.38]",-213.32339820357788,-228.69916588725428,-22.82551861681807,-22.770724856610205,-213.32339820357788,-228.69916588725428,2.2191444250735712e-07,False
6968,"[0.09932222537668109, 0.2026829375006848, 83161103839304.33]","[0.09346021905748293, 0.1890940479413513, 84218624568579.05]",-213.32339820357788,-215.8075942278247,-22.761080470442405,-22.906454976862634,-213.32339820357788,-215.8075942278247,0.07210942437603274,True
6969,"[0.09346021905748293, 0.1890940479413513, 84218624568579.05]","[0.07969033868227736, 0.19223768503468827, 85766099840058.86]",-215.8075942278247,-351.06361276884275,-23.33858790330858,-23.416914559861944,-215.8075942278247,-351.06361276884275,1.6789612339861413e-59,False
6970,"[0.09346021905748293, 0.1890940479413513, 84218624568579.05]","[0.09600044289047929, 0.19256015520756345, 83307245780287.12]",-215.8075942278247,-212.83854060466643,-21.722158127600792,-21.65048275360707,-215.8075942278247,-212.83854060466643,20.92048865413103,True
6971,"[0.09600044289047929, 0.19256015520756345, 83307245780287.12]","[0.11842745344017837, 0.2028307899054228, 82876366895091.61]",-212.83854060466643,-272.60507715531674,-24.218972701390133,-24.445592201107576,-212.83854060466643,-272.60507715531674,8.816645425890061e-27,False
6972,"[0.09600044289047929, 0.19256015520756345, 83307245780287.12]","[0.09787870882166147, 0.19956753746173594, 83318377982138.7]",-212.83854060466643,-212.55908142005,-21.491084557822635,-21.392683758225083,-212.83854060466643,-212.55908142005,1.4591586233305769,True
6973,"[0.09787870882166147, 0.19956753746173594, 83318377982138.7]","[0.09105688431730126, 0.2010803644232494, 83694896829220.47]",-212.55908142005,-223.86802365473582,-21.444556418761813,-21.543181681471488,-212.55908142005,-223.86802365473582,1.1111082799112868e-05,False
6974,"[0.09787870882166147, 0.19956753746173594, 83318377982138.7]","[0.1160020007679915, 0.1886816223957898, 84793988247547.31]",-212.55908142005,-268.1319638019403,-24.465024503553032,-24.55544196753845,-212.55908142005,-268.1319638019403,6.694775720133979e-25,False
6975,"[0.09787870882166147, 0.19956753746173594, 83318377982138.7]","[0.09580254140914926, 0.20403642971499372, 85114236986180.5]",-212.55908142005,-212.88700858245232,-22.910621050531695,-22.914770669246554,-212.55908142005,-212.88700858245232,0.7174322354910959,True
6976,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.10029285695052864, 0.1996864586045111, 84194233196405.58]",-212.88700858245232,-214.86018608087494,-21.812030345662908,-21.782491792317295,-212.88700858245232,-214.86018608087494,0.1431819693022563,False
6977,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.10183542628594029, 0.19613499405287838, 85130312056336.2]",-212.88700858245232,-218.07937915979252,-21.695653921365437,-21.65042086006819,-212.88700858245232,-218.07937915979252,0.00581602921214289,False
6978,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.08243380910616409, 0.20930068530993431, 84117192147214.42]",-212.88700858245232,-306.45447984506,-22.665749541692623,-22.75702223087965,-212.88700858245232,-306.45447984506,2.1111754147001994e-41,False
6979,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.0894405472235572, 0.21625994006278393, 83686742276624.47]",-212.88700858245232,-233.80872092916525,-23.111896342389304,-23.18333926805935,-212.88700858245232,-233.80872092916525,7.634639017235333e-10,False
6980,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.0846090475802992, 0.2135310155899896, 85353978228854.55]",-212.88700858245232,-275.77733668097784,-22.24855989789707,-22.324335002229923,-212.88700858245232,-275.77733668097784,4.5099199367566834e-28,False
6981,"[0.09580254140914926, 0.20403642971499372, 85114236986180.5]","[0.09519473513634966, 0.20202636327211332, 86803869871851.5]",-212.88700858245232,-213.40165700941338,-22.613013987895688,-22.643374922055244,-212.88700858245232,-213.40165700941338,0.57983635539638,True
6982,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.10420703035676296, 0.2067621565248204, 87023786236507.6]",-213.40165700941338,-222.7847185167385,-21.811512739959284,-21.63157091001688,-213.40165700941338,-222.7847185167385,0.00010072468266680472,False
6983,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.08829544091103841, 0.1822010546527569, 86890386421929.92]",-213.40165700941338,-235.21759933724064,-23.359061589369873,-23.419749502715007,-213.40165700941338,-235.21759933724064,3.1557326532598753e-10,False
6984,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.08256667322698023, 0.20777539073574847, 87019894973790.88]",-213.40165700941338,-301.65488950265,-22.12804611200258,-22.206792154770365,-213.40165700941338,-301.65488950265,4.3441933476269904e-39,False
6985,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.0833146352432316, 0.20723555769884625, 86364601174125.34]",-213.40165700941338,-290.7153193290047,-22.066414649308598,-22.17100905424253,-213.40165700941338,-290.7153193290047,2.386043219432798e-34,False
6986,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.10025485936870605, 0.18651021609599297, 89240485746174.02]",-213.40165700941338,-217.2663791784209,-25.485166387900875,-25.47612886377693,-213.40165700941338,-217.2663791784209,0.02115911187225418,False
6987,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.08980213166894718, 0.21103555163292212, 86548271478352.06]",-213.40165700941338,-230.15029266434456,-21.73901267171729,-21.786555812671395,-213.40165700941338,-230.15029266434456,5.075890350523361e-08,False
6988,"[0.09519473513634966, 0.20202636327211332, 86803869871851.5]","[0.09902865834436751, 0.2068768479697081, 88481186837206.39]",-213.40165700941338,-213.60390948483013,-22.837179288035003,-22.71588924228649,-213.40165700941338,-213.60390948483013,0.9222283392184125,True
6989,"[0.09902865834436751, 0.2068768479697081, 88481186837206.39]","[0.10380809259717896, 0.18685362871103453, 89226937653983.2]",-213.60390948483013,-225.5643757272119,-23.663646545382388,-23.49430554323151,-213.60390948483013,-225.5643757272119,7.571455474553214e-06,False
6990,"[0.09902865834436751, 0.2068768479697081, 88481186837206.39]","[0.09672313030825155, 0.1994981887320341, 89355818422295.2]",-213.60390948483013,-212.87272456600707,-21.81437212928307,-21.905504310581648,-213.60390948483013,-212.87272456600707,1.8965808976490888,True
6991,"[0.09672313030825155, 0.1994981887320341, 89355818422295.2]","[0.1089957456529631, 0.20264453127573667, 90120223134947.52]",-212.87272456600707,-239.85332476195796,-22.356602314312738,-22.19348812300116,-212.87272456600707,-239.85332476195796,2.2558686542097715e-12,False
6992,"[0.09672313030825155, 0.1994981887320341, 89355818422295.2]","[0.09757656272105335, 0.18226413144747428, 88706690143277.1]",-212.87272456600707,-214.07729129287262,-22.881627052806323,-22.87843522051101,-212.87272456600707,-214.07729129287262,0.3007803861742256,False
6993,"[0.09672313030825155, 0.1994981887320341, 89355818422295.2]","[0.09292061419518581, 0.21475353686931206, 91374322681823.56]",-212.87272456600707,-217.32844519436534,-24.423297014472382,-24.482652693704807,-212.87272456600707,-217.32844519436534,0.010942770078551413,False
6994,"[0.09672313030825155, 0.1994981887320341, 89355818422295.2]","[0.09923687374097662, 0.19760320985542082, 89652855784427.83]",-212.87272456600707,-214.70969461214995,-21.291183455761654,-21.253327128365925,-212.87272456600707,-214.70969461214995,0.1654454544671981,True
6995,"[0.09923687374097662, 0.19760320985542082, 89652855784427.83]","[0.10272449367865491, 0.19708959184903205, 89720781759563.4]",-214.70969461214995,-221.2907770555154,-21.274318180616376,-21.21167017608841,-214.70969461214995,-221.2907770555154,0.0014759780283778844,False
6996,"[0.09923687374097662, 0.19760320985542082, 89652855784427.83]","[0.11232271270504937, 0.1878597373916781, 89466526656155.52]",-214.70969461214995,-256.09172378583406,-22.545714974676855,-22.512499955080603,-214.70969461214995,-256.09172378583406,1.1026512639671972e-18,False
6997,"[0.09923687374097662, 0.19760320985542082, 89652855784427.83]","[0.09538845461298552, 0.21133105990031215, 88479111314059.17]",-214.70969461214995,-213.22711747951504,-22.864717024074423,-22.904272063572254,-214.70969461214995,-213.22711747951504,4.233470446195771,True
6998,"[0.09538845461298552, 0.21133105990031215, 88479111314059.17]","[0.09366437397791828, 0.19718303293801748, 87724931316799.23]",-213.22711747951504,-215.4161175440863,-22.43145202560783,-22.52761779389123,-213.22711747951504,-215.4161175440863,0.10175718602237874,False
6999,"[0.09538845461298552, 0.21133105990031215, 88479111314059.17]","[0.08888508480713297, 0.2261376928899982, 87628638583095.66]",-213.22711747951504,-237.25050169494207,-22.799170935121712,-22.898807452952685,-213.22711747951504,-237.25050169494207,3.3381450874432894e-11,False
7000,"[0.09538845461298552, 0.21133105990031215, 88479111314059.17]","[0.10030161670988344, 0.21048101701175165, 88716613908757.06]",-213.22711747951504,-214.89741167542329,-21.37596503204566,-21.286294156047266,-213.22711747951504,-214.89741167542329,0.2058467498304438,False
